Sentence ID,Sentence,Conc.MEDIAN,Conc.MEAN,Conc.SD,# Words Found,Percentage,Found Words,All Words
156,"We knew that our own base at Rackheath was too foggy for a landing, so we headed for another airfield near Norwich at Horsham Saint Faith after dropping the rest of the bombs into the shallow waters of a North Sea inlet called The Wash.",3.935,3.7555,0.9782125213071571,20 out of 23,86.9565217391%,"[('know', 1.68), ('base', 3.86), ('foggy', 3.8), ('landing', 3.87), ('head', 4.75), ('another', 2.69), ('airfield', 4.7), ('near', 2.79), ('saint', 3.45), ('faith', 1.63), ('drop', 4.21), ('rest', 3.03), ('bomb', 4.84), ('shallow', 3.45), ('water', 5.0), ('north', 4.14), ('sea', 4.79), ('inlet', 4.08), ('call', 4.0), ('wash', 4.35)]","['know', 'base', 'rackheath', 'foggy', 'landing', 'head', 'another', 'airfield', 'near', 'norwich', 'horsham', 'saint', 'faith', 'drop', 'rest', 'bomb', 'shallow', 'water', 'north', 'sea', 'inlet', 'call', 'wash']"
157,"It had been an exciting morning, but now it was over.",2.7,2.7,1.0465180361560904,2 out of 2,100.0%,"[('exciting', 1.96), ('morning', 3.44)]","['exciting', 'morning']"
158,We were wrong.,1.83,1.83,N/A,1 out of 1,100.0%,"[('wrong', 1.83)]",['wrong']
159,"We made a normal landing approach to the Horsham airfield, which was empty of aircraft.",3.43,3.315714285714286,1.1424076497009454,7 out of 8,87.5%,"[('make', 2.67), ('normal', 1.4), ('landing', 3.87), ('approach', 2.74), ('airfield', 4.7), ('empty', 3.43), ('aircraft', 4.4)]","['make', 'normal', 'landing', 'approach', 'horsham', 'airfield', 'empty', 'aircraft']"
160,"Even though it was only a few miles from Rackheath, it had not suffered the dense fog that we had, and its planes had made it off safely.",2.79,3.062222222222222,1.186800086132641,9 out of 10,90.0%,"[('even', 2.79), ('though', 1.2), ('mile', 3.63), ('suffer', 2.28), ('dense', 3.14), ('fog', 4.66), ('plane', 4.92), ('make', 2.67), ('safely', 2.27)]","['even', 'though', 'mile', 'rackheath', 'suffer', 'dense', 'fog', 'plane', 'make', 'safely']"
161,"We touched down normally on the two main wheels under the wings, nose high, with the nose wheel 10 feet off the ground as we slowed down.",4.77,4.0807692307692305,1.049606763971326,13 out of 13,100.0%,"[('touch', 3.86), ('normally', 1.83), ('two', 4.18), ('main', 2.41), ('wheel', 4.86), ('wing', 4.86), ('nose', 4.89), ('high', 3.46), ('nose', 4.89), ('wheel', 4.86), ('foot', 4.9), ('ground', 4.77), ('slow', 3.28)]","['touch', 'normally', 'two', 'main', 'wheel', 'wing', 'nose', 'high', 'nose', 'wheel', 'foot', 'ground', 'slow']"
162,"As the speed dropped, the nose wheel gradually came down until it too was rolling on concrete.",4.1850000000000005,3.99,0.8458638863822678,8 out of 8,100.0%,"[('speed', 3.62), ('drop', 4.21), ('nose', 4.89), ('wheel', 4.86), ('gradually', 2.87), ('come', 2.72), ('roll', 4.16), ('concrete', 4.59)]","['speed', 'drop', 'nose', 'wheel', 'gradually', 'come', 'roll', 'concrete']"
163,By this time we were slowing down from about 75 miles an hour.,3.19,3.27,0.2572936066053721,4 out of 4,100.0%,"[('time', 3.07), ('slow', 3.28), ('mile', 3.63), ('hour', 3.1)]","['time', 'slow', 'mile', 'hour']"
164,Then catastrophe struck.,3.515,3.515,0.7848885271170679,2 out of 2,100.0%,"[('catastrophe', 2.96), ('strike', 4.07)]","['catastrophe', 'strike']"
165,"As soon as the nose wheel came down and the fuselage was traveling parallel to the ground, the whole left landing gear broke off, the 10-foot strut supporting the huge wheels rolling upright backward to smash into the horizontal stabilizer in the tail section of the plane.",3.705,3.8246153846153845,0.805591612514583,26 out of 26,100.0%,"[('soon', 1.79), ('nose', 4.89), ('wheel', 4.86), ('come', 2.72), ('fuselage', 4.79), ('travel', 3.67), ('parallel', 3.16), ('ground', 4.77), ('whole', 3.25), ('left', 3.7), ('landing', 3.87), ('gear', 4.28), ('break', 3.71), ('strut', 3.97), ('support', 2.83), ('huge', 3.54), ('wheel', 4.86), ('roll', 4.16), ('upright', 3.59), ('backward', 3.41), ('smash', 3.79), ('horizontal', 3.46), ('stabilizer', 3.25), ('tail', 4.96), ('section', 3.24), ('plane', 4.92)]","['soon', 'nose', 'wheel', 'come', 'fuselage', 'travel', 'parallel', 'ground', 'whole', 'left', 'landing', 'gear', 'break', 'strut', 'support', 'huge', 'wheel', 'roll', 'upright', 'backward', 'smash', 'horizontal', 'stabilizer', 'tail', 'section', 'plane']"
166,"The left wing dropped screeching onto the concrete, and the plane lurched into an uncontrollable leftward swing off the runway.",3.99,3.8249999999999997,0.9681237712005818,12 out of 12,100.0%,"[('left', 3.7), ('wing', 4.86), ('drop', 4.21), ('screech', 3.77), ('onto', 2.46), ('concrete', 4.59), ('plane', 4.92), ('lurch', 3.41), ('uncontrollable', 2.11), ('leftward', 2.73), ('swing', 4.54), ('runway', 4.6)]","['left', 'wing', 'drop', 'screech', 'onto', 'concrete', 'plane', 'lurch', 'uncontrollable', 'leftward', 'swing', 'runway']"
167,"Again, it all seemed to be in slow motion.",3.28,2.9433333333333334,1.065660984240923,3 out of 3,100.0%,"[('seem', 1.75), ('slow', 3.28), ('motion', 3.8)]","['seem', 'slow', 'motion']"
168,I can still see the faces of a group of British laborers working with burning tar as our 30-ton juggernaut suddenly came crunching down on them.,3.4699999999999998,3.5691666666666664,0.9096698535316219,12 out of 13,92.3076923077%,"[('still', 3.46), ('see', 3.21), ('face', 4.87), ('group', 4.12), ('laborer', 4.28), ('work', 3.48), ('burn', 4.11), ('tar', 4.78), ('juggernaut', 2.6), ('suddenly', 1.84), ('come', 2.72), ('crunch', 3.36)]","['still', 'see', 'face', 'group', 'british', 'laborer', 'work', 'burn', 'tar', 'juggernaut', 'suddenly', 'come', 'crunch']"
169,"One froze, then threw his shovel over his left shoulder and ran.",4.04,4.268571428571429,0.4985120717839093,7 out of 7,100.0%,"[('one', 3.97), ('freeze', 3.96), ('throw', 4.04), ('shovel', 4.97), ('left', 3.7), ('shoulder', 4.93), ('run', 4.31)]","['one', 'freeze', 'throw', 'shovel', 'left', 'shoulder', 'run']"
170,"We bore down on the burning tar, little flames licking all over it.",4.185,4.075,0.708088977459754,6 out of 6,100.0%,"[('bore', 2.96), ('burning', 3.85), ('tar', 4.78), ('little', 3.67), ('flame', 4.67), ('lick', 4.52)]","['bore', 'burning', 'tar', 'little', 'flame', 'lick']"
171,There was nothing we could do.,1.775,1.775,0.6151828996322963,2 out of 2,100.0%,"[('nothing', 2.21), ('could', 1.34)]","['nothing', 'could']"
172,"I remember feeling disappointed, thinking that it was ridiculous that we should explode in a field of ordinary tar after everything else we had survived that morning.",2.41,2.696923076923077,1.082746389321961,13 out of 13,100.0%,"[('remember', 2.41), ('feeling', 1.68), ('disappointed', 1.92), ('think', 2.41), ('ridiculous', 1.79), ('explode', 4.1), ('field', 4.26), ('ordinary', 1.79), ('tar', 4.78), ('everything', 2.3), ('else', 1.63), ('survive', 2.55), ('morning', 3.44)]","['remember', 'feeling', 'disappointed', 'think', 'ridiculous', 'explode', 'field', 'ordinary', 'tar', 'everything', 'else', 'survive', 'morning']"
173,I think I closed my eyes.,3.2,3.503333333333334,1.2724124069394065,3 out of 3,100.0%,"[('think', 2.41), ('close', 3.2), ('eye', 4.9)]","['think', 'close', 'eye']"
174,Another miracle.,2.325,2.325,0.5161879502661797,2 out of 2,100.0%,"[('another', 2.69), ('miracle', 1.96)]","['another', 'miracle']"
175,But the screeching stopped.,3.725,3.725,0.06363961030678918,2 out of 2,100.0%,"[('screech', 3.77), ('stop', 3.68)]","['screech', 'stop']"
176,"We had not exploded, apparently because our crunching juggernaut snuffed out the flames.",4.02,3.526666666666667,1.1080373038244997,6 out of 6,100.0%,"[('explode', 4.1), ('apparently', 1.75), ('crunching', 4.0), ('juggernaut', 2.6), ('snuff', 4.04), ('flame', 4.67)]","['explode', 'apparently', 'crunching', 'juggernaut', 'snuff', 'flame']"
177,We came to rest with one wing on the ground and the other in the air.,4.04,3.91,0.8804771433717061,6 out of 6,100.0%,"[('come', 2.72), ('rest', 3.03), ('one', 3.97), ('wing', 4.86), ('ground', 4.77), ('air', 4.11)]","['come', 'rest', 'one', 'wing', 'ground', 'air']"
178,"We scrambled to get out, not knowing whether the gas tanks had ruptured and were about to blow.",3.505,3.1862500000000002,1.1877462150765086,8 out of 8,100.0%,"[('scramble', 3.31), ('get', 2.38), ('know', 1.68), ('whether', 1.59), ('gas', 4.29), ('tank', 4.8), ('rupture', 3.7), ('blow', 3.74)]","['scramble', 'get', 'know', 'whether', 'gas', 'tank', 'rupture', 'blow']"
179,"The B-24 has a small circular escape hatch over the cockpit area, and Scotty, Chuck Cox and I got through that little hole in seconds and ran down the sloping left wing to get away from the plane in case it did burn or explode.",3.79,3.701904761904762,0.8152338256452504,21 out of 23,91.3043478261%,"[('small', 3.22), ('circular', 3.79), ('escape', 3.34), ('hatch', 4.46), ('cockpit', 4.27), ('area', 3.72), ('chuck', 3.82), ('get', 2.38), ('little', 3.67), ('hole', 4.81), ('second', 3.3), ('run', 4.31), ('sloping', 3.59), ('leave', 2.53), ('wing', 4.86), ('get', 2.38), ('away', 2.23), ('plane', 4.92), ('case', 3.93), ('burn', 4.11), ('explode', 4.1)]","['small', 'circular', 'escape', 'hatch', 'cockpit', 'area', 'scotty', 'chuck', 'cox', 'get', 'little', 'hole', 'second', 'run', 'sloping', 'leave', 'wing', 'get', 'away', 'plane', 'case', 'burn', 'explode']"
180,"The navigator, bombardier and gunners all got safely out through other exits.",3.855,3.44,0.884217167894856,6 out of 6,100.0%,"[('navigator', 3.9), ('bombardier', 3.81), ('gunner', 4.35), ('get', 2.38), ('safely', 2.27), ('exit', 3.93)]","['navigator', 'bombardier', 'gunner', 'get', 'safely', 'exit']"
181,Number 10607 did not burn.,3.705,3.705,0.5727564927611039,2 out of 2,100.0%,"[('number', 3.3), ('burn', 4.11)]","['number', 'burn']"
182,Adrenaline makes a difference.,2.67,2.6199999999999997,0.4471017781221632,3 out of 3,100.0%,"[('adrenaline', 3.04), ('make', 2.67), ('difference', 2.15)]","['adrenaline', 'make', 'difference']"
183,"We had fled through that escape hatch encumbered with all sorts of light gear like oxygen hoses, electric wires and even earphones in my case.",3.67,3.6873333333333336,0.9457987302250084,15 out of 15,100.0%,"[('flee', 3.67), ('escape', 3.34), ('hatch', 4.46), ('encumber', 1.85), ('sort', 3.34), ('light', 4.21), ('gear', 4.28), ('like', 1.89), ('oxygen', 3.66), ('hose', 4.87), ('electric', 3.56), ('wire', 4.72), ('even', 2.79), ('earphone', 4.74), ('case', 3.93)]","['flee', 'escape', 'hatch', 'encumber', 'sort', 'light', 'gear', 'like', 'oxygen', 'hose', 'electric', 'wire', 'even', 'earphone', 'case']"
184,"When it was clear later to go back in to get our personal effects, I could not get out of the hatch by myself even though I had stripped off all the unnecessary gear.",2.38,2.7319999999999998,1.1255233703228278,15 out of 15,100.0%,"[('clear', 3.55), ('later', 1.8), ('go', 3.15), ('back', 4.33), ('get', 2.38), ('personal', 2.21), ('effect', 1.8), ('could', 1.34), ('get', 2.38), ('hatch', 4.46), ('even', 2.79), ('though', 1.2), ('strip', 3.75), ('unnecessary', 1.56), ('gear', 4.28)]","['clear', 'later', 'go', 'back', 'get', 'personal', 'effect', 'could', 'get', 'hatch', 'even', 'though', 'strip', 'unnecessary', 'gear']"
185,The 10 of us gathered to look at Number 10607.,3.13,3.15,0.3706750598570127,4 out of 4,100.0%,"[('us', 3.59), ('gather', 2.75), ('look', 2.96), ('number', 3.3)]","['us', 'gather', 'look', 'number']"
186,The two propellers on the ground were bent like pretzels.,4.46,4.016666666666667,1.1469728273445134,6 out of 6,100.0%,"[('two', 4.18), ('propeller', 4.9), ('ground', 4.77), ('bent', 3.62), ('like', 1.89), ('pretzel', 4.74)]","['two', 'propeller', 'ground', 'bent', 'like', 'pretzel']"
187,There was a huge gash in the left stabilizer where the landing gear strut had crashed through it.,3.83,3.84875,0.37292042429604577,8 out of 8,100.0%,"[('huge', 3.54), ('gash', 4.39), ('left', 3.7), ('stabilizer', 3.25), ('landing', 3.87), ('gear', 4.28), ('strut', 3.97), ('crash', 3.79)]","['huge', 'gash', 'left', 'stabilizer', 'landing', 'gear', 'strut', 'crash']"
188,And then we saw for the first time the bits of tree branches embedded in the fronts of both wings.,3.77,3.8855555555555554,0.927767631348377,9 out of 9,100.0%,"[('saw', 4.46), ('first', 2.76), ('time', 3.07), ('bit', 3.27), ('tree', 5.0), ('branch', 4.9), ('embed', 2.88), ('front', 3.77), ('wing', 4.86)]","['saw', 'first', 'time', 'bit', 'tree', 'branch', 'embed', 'front', 'wing']"
189,"We were a silent group; again, there was not much to say.",3.125,3.015,1.094668899713516,4 out of 4,100.0%,"[('silent', 3.67), ('group', 4.12), ('much', 1.69), ('say', 2.58)]","['silent', 'group', 'much', 'say']"
190,"We had taken off below take-off speed, we had survived a crashing bounce back to earth, we had smashed through trees, we had nearly rolled over on our back, and then we had survived a crash landing through fire.",3.825,3.754375,0.8654245104764097,16 out of 16,100.0%,"[('take', 3.06), ('speed', 3.62), ('survive', 2.55), ('crash', 3.79), ('bounce', 3.86), ('back', 4.33), ('earth', 4.8), ('smash', 3.79), ('tree', 5.0), ('nearly', 1.89), ('roll', 4.16), ('back', 4.33), ('survive', 2.55), ('crash', 3.79), ('landing', 3.87), ('fire', 4.68)]","['take', 'speed', 'survive', 'crash', 'bounce', 'back', 'earth', 'smash', 'tree', 'nearly', 'roll', 'back', 'survive', 'crash', 'landing', 'fire']"
191,We could have died five times.,3.07,2.8375,1.067188674352697,4 out of 4,100.0%,"[('could', 1.34), ('die', 3.07), ('five', 3.87), ('time', 3.07)]","['could', 'die', 'five', 'time']"
192,It was truly a day of five miracles.,2.915,2.8425000000000002,1.223393504423931,4 out of 4,100.0%,"[('truly', 1.62), ('day', 3.92), ('five', 3.87), ('miracle', 1.96)]","['truly', 'day', 'five', 'miracle']"
193,I remember thinking that after all that I would never be afraid again.,2.41,2.0460000000000003,0.6629705875828882,5 out of 5,100.0%,"[('remember', 2.41), ('think', 2.41), ('would', 1.12), ('never', 1.59), ('afraid', 2.7)]","['remember', 'think', 'would', 'never', 'afraid']"
194,Back to life.,3.51,3.51,1.159655121145938,2 out of 2,100.0%,"[('back', 4.33), ('life', 2.69)]","['back', 'life']"
195,Abruptly I was thrown on my right side.,3.575,3.3875,0.7243100164984605,4 out of 4,100.0%,"[('abruptly', 2.36), ('throw', 4.04), ('right', 3.47), ('side', 3.68)]","['abruptly', 'throw', 'right', 'side']"
196,A loud clanging of pipes filled my right ear.,3.73,4.08,0.7997812200845928,5 out of 6,83.3333333333%,"[('loud', 3.73), ('pipe', 4.88), ('fill', 3.32), ('right', 3.47), ('ear', 5.0)]","['loud', 'clanging', 'pipe', 'fill', 'right', 'ear']"
197,I dropped lengthwise on something hard.,3.415,3.215,1.0414893182361498,4 out of 4,100.0%,"[('drop', 4.21), ('lengthwise', 3.07), ('something', 1.82), ('hard', 3.76)]","['drop', 'lengthwise', 'something', 'hard']"
198,A babble of voices.,3.7199999999999998,3.7199999999999998,0.5798275605729688,2 out of 2,100.0%,"[('babble', 3.31), ('voice', 4.13)]","['babble', 'voice']"
199,Bright lights.,4.0649999999999995,4.0649999999999995,0.2050609665440988,2 out of 2,100.0%,"[('bright', 3.92), ('light', 4.21)]","['bright', 'light']"
200,"I tried to open my eyes, but only the right one would work at all.",3.47,3.1957142857142857,1.2193558018185553,7 out of 7,100.0%,"[('try', 2.22), ('open', 3.21), ('eye', 4.9), ('right', 3.47), ('one', 3.97), ('would', 1.12), ('work', 3.48)]","['try', 'open', 'eye', 'right', 'one', 'would', 'work']"
201,"I could see a hospital room wall, nurses passing back and forth.",4.33,3.6277777777777778,1.2637026724844909,9 out of 9,100.0%,"[('could', 1.34), ('see', 3.21), ('hospital', 4.64), ('room', 4.79), ('wall', 4.86), ('nurse', 4.39), ('pass', 2.71), ('back', 4.33), ('forth', 2.38)]","['could', 'see', 'hospital', 'room', 'wall', 'nurse', 'pass', 'back', 'forth']"
202,"I could only see straight ahead, so the nurses were just moving torsos, no feet or heads within my range of vision.",3.2350000000000003,3.4875000000000003,1.0556353106498992,12 out of 12,100.0%,"[('could', 1.34), ('see', 3.21), ('straight', 2.76), ('ahead', 3.0), ('nurse', 4.39), ('move', 3.25), ('torso', 4.83), ('foot', 4.9), ('head', 4.75), ('within', 2.81), ('range', 3.22), ('vision', 3.39)]","['could', 'see', 'straight', 'ahead', 'nurse', 'move', 'torso', 'foot', 'head', 'within', 'range', 'vision']"
203,My head felt as big as a balloon.,4.205,4.0925,0.8966372361960735,4 out of 4,100.0%,"[('head', 4.75), ('felt', 3.04), ('big', 3.66), ('balloon', 4.92)]","['head', 'felt', 'big', 'balloon']"
204,"Dimly I sensed that there was a bulbous presence on the left side of my head, something light but bulky.",3.0,3.216666666666667,0.9334746916762126,9 out of 10,90.0%,"[('dimly', 2.46), ('sense', 2.61), ('presence', 2.72), ('left', 3.7), ('side', 3.68), ('head', 4.75), ('something', 1.82), ('light', 4.21), ('bulky', 3.0)]","['dimly', 'sense', 'bulbous', 'presence', 'left', 'side', 'head', 'something', 'light', 'bulky']"
205,My left eye was covered.,4.23,4.276666666666667,0.6013595707505897,3 out of 3,100.0%,"[('left', 3.7), ('eye', 4.9), ('cover', 4.23)]","['left', 'eye', 'cover']"
206,But my right eye saw clearly and sharply.,3.47,3.45,1.2505998560690788,5 out of 5,100.0%,"[('right', 3.47), ('eye', 4.9), ('saw', 4.46), ('clearly', 2.04), ('sharply', 2.38)]","['right', 'eye', 'saw', 'clearly', 'sharply']"
207,"One of the torsos moved to the side, and I could see what looked like a 6-foot diameter clock: 10 minutes to 12.",3.25,3.3818181818181823,1.1093675511913819,11 out of 11,100.0%,"[('one', 3.97), ('torso', 4.83), ('move', 3.25), ('side', 3.68), ('could', 1.34), ('see', 3.21), ('look', 2.96), ('like', 1.89), ('diameter', 4.03), ('clock', 5.0), ('minute', 3.04)]","['one', 'torso', 'move', 'side', 'could', 'see', 'look', 'like', 'diameter', 'clock', 'minute']"
208,"I was out, the operation was over.",3.44,3.44,N/A,1 out of 1,100.0%,"[('operation', 3.44)]",['operation']
209,Four blank hours had passed since that hard black mask was pressed over my face in the operating room.,3.61,3.598333333333333,1.0132381334866525,12 out of 12,100.0%,"[('four', 3.37), ('blank', 3.12), ('hour', 3.1), ('pass', 2.71), ('since', 1.38), ('hard', 3.76), ('black', 3.76), ('mask', 4.96), ('press', 3.9), ('face', 4.87), ('operating', 3.46), ('room', 4.79)]","['four', 'blank', 'hour', 'pass', 'since', 'hard', 'black', 'mask', 'press', 'face', 'operating', 'room']"
210,I remember being surprised that I could see so clearly out of that one right eye.,3.225,3.0725000000000002,1.124833320985825,8 out of 8,100.0%,"[('remember', 2.41), ('surprise', 3.24), ('could', 1.34), ('see', 3.21), ('clearly', 2.04), ('one', 3.97), ('right', 3.47), ('eye', 4.9)]","['remember', 'surprise', 'could', 'see', 'clearly', 'one', 'right', 'eye']"
211,"Everything looked sharper, brighter than usual.",2.63,2.6125,0.6285101431162429,4 out of 5,80.0%,"[('everything', 2.3), ('look', 2.96), ('sharper', 3.29), ('usual', 1.9)]","['everything', 'look', 'sharper', 'brighter', 'usual']"
212,I could see the metal sidebars on my bed - the pipes I had heard clanging.,3.66,3.738571428571429,1.322389611920135,7 out of 8,87.5%,"[('could', 1.34), ('see', 3.21), ('metal', 4.87), ('sidebar', 3.21), ('bed', 5.0), ('pipe', 4.88), ('hear', 3.66)]","['could', 'see', 'metal', 'sidebar', 'bed', 'pipe', 'hear', 'clanging']"
213,Then another form came up to me.,2.72,2.8466666666666662,0.24583192089989714,3 out of 3,100.0%,"[('another', 2.69), ('form', 3.13), ('come', 2.72)]","['another', 'form', 'come']"
214,"It was the neurosurgeon, Dr Wright.",4.66,4.66,N/A,1 out of 3,33.3333333333%,"[('neurosurgeon', 4.66)]","['neurosurgeon', 'dr', 'wright']"
215,He leaned over to look at me.,2.98,2.98,0.028284271247461926,2 out of 2,100.0%,"[('lean', 3.0), ('look', 2.96)]","['lean', 'look']"
216,"""We got it all, and it seems to be benign,"" he said.",2.135,2.15,0.39386969080310474,4 out of 4,100.0%,"[('get', 2.38), ('seem', 1.75), ('benign', 1.89), ('say', 2.58)]","['get', 'seem', 'benign', 'say']"
217,"Then he asked, ""Would you like to see your wife?""",2.52,2.574,1.1630262249837704,5 out of 5,100.0%,"[('ask', 2.52), ('would', 1.12), ('like', 1.89), ('see', 3.21), ('wife', 4.13)]","['ask', 'would', 'like', 'see', 'wife']"
218,"I can't remember whether I spoke or made a sign, but in moments Kathleen was there.",2.54,2.766666666666667,1.1970742110106067,6 out of 8,75.0%,"[('remember', 2.41), ('whether', 1.59), ('speak', 3.7), ('make', 2.67), ('sign', 4.62), ('moment', 1.61)]","['ca', 'remember', 'whether', 'speak', 'make', 'sign', 'moment', 'kathleen']"
219,She was happily surprised that I could talk.,2.6,2.6525000000000003,1.232433230104847,4 out of 4,100.0%,"[('happily', 1.96), ('surprise', 3.24), ('could', 1.34), ('talk', 4.07)]","['happily', 'surprise', 'could', 'talk']"
220,"We both had taken it for granted that I'd be ""out of it"" for a day or two after such an operation.",3.53,3.626,0.4351781244502071,5 out of 5,100.0%,"[('take', 3.06), ('grant', 3.53), ('day', 3.92), ('two', 4.18), ('operation', 3.44)]","['take', 'grant', 'day', 'two', 'operation']"
221,"She told me more of what Dr Wright had said, about how successful it had been.",2.58,2.5166666666666666,0.41860880704224723,3 out of 5,60.0%,"[('tell', 2.9), ('say', 2.58), ('successful', 2.07)]","['tell', 'dr', 'wright', 'say', 'successful']"
222,We held hands again.,4.2,4.2,0.735391052434009,2 out of 2,100.0%,"[('hold', 3.68), ('hand', 4.72)]","['hold', 'hand']"
223,"In rapid succession Sheila, Brian and Debbie came through for brief visits.",2.72,2.7640000000000002,0.8137137088681743,5 out of 8,62.5%,"[('rapid', 3.07), ('succession', 1.73), ('come', 2.72), ('brief', 2.38), ('visit', 3.92)]","['rapid', 'succession', 'sheila', 'brian', 'debbie', 'come', 'brief', 'visit']"
224,Then they were all gone.,3.15,3.15,N/A,1 out of 1,100.0%,"[('go', 3.15)]",['go']
225,"I was by myself, and I remembered that day of miracles 45 years ago.",2.41,2.592,1.0003349439062899,5 out of 5,100.0%,"[('remember', 2.41), ('day', 3.92), ('miracle', 1.96), ('year', 3.25), ('ago', 1.42)]","['remember', 'day', 'miracle', 'year', 'ago']"
226,"Truly, this was the day of the sixth miracle.",2.895,2.8325,1.21230840410626,4 out of 4,100.0%,"[('truly', 1.62), ('day', 3.92), ('sixth', 3.83), ('miracle', 1.96)]","['truly', 'day', 'sixth', 'miracle']"
